state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,period,avg_modal_price
Uttar Pradesh,Agra,Khairagarh APMC,Potato,Desi,FAQ,21/04/2026,500,600,550,monthly,550.0
