state,district,crop,season,year_start,year_end,area_hectare,production,yield_per_hectare,production_unit,yield_unit
Uttar Pradesh,Auraiya,Guar seed,Kharif,2021,2022,24.0,17.0,0.71,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Guar seed,Kharif,2022,2023,19.0,14.0,0.74,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Jowar,Kharif,2020,2021,898.0,1602.0,1.78,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Jowar,Kharif,2021,2022,1190.0,2080.0,1.75,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Jowar,Kharif,2022,2023,1316.0,2310.0,1.76,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Maize,Kharif,2020,2021,17408.0,55706.0,3.2,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Maize,Kharif,2021,2022,10608.0,33946.0,3.2,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Maize,Kharif,2022,2023,10980.0,31875.0,2.9,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Maize,Rabi,2020,2021,61.0,162.0,2.66,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Maize,Rabi,2022,2023,53.0,150.0,2.83,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Maize,Summer,2020,2021,443.0,1318.0,2.98,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Maize,Summer,2021,2022,471.0,1284.0,2.73,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Maize,Summer,2022,2023,469.0,1657.0,3.53,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Masoor,Rabi,2020,2021,36.0,28.0,0.78,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Masoor,Rabi,2021,2022,39.0,25.0,0.64,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Masoor,Rabi,2022,2023,46.0,51.0,1.11,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Moong(Green Gram),Kharif,2020,2021,117.0,47.0,0.4,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Moong(Green Gram),Kharif,2021,2022,129.0,46.0,0.36,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Moong(Green Gram),Kharif,2022,2023,201.0,76.0,0.38,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Moong(Green Gram),Summer,2020,2021,2597.0,2618.0,1.01,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Moong(Green Gram),Summer,2021,2022,2286.0,2812.0,1.23,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Moong(Green Gram),Summer,2022,2023,3463.0,4568.0,1.32,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Onion,Rabi,2020,2021,23.0,293.0,12.74,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Onion,Rabi,2021,2022,24.0,389.0,16.21,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Onion,Rabi,2022,2023,142.0,2288.0,16.11,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Onion,Summer,2020,2021,24.0,345.0,14.38,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Onion,Summer,2021,2022,42.0,663.0,15.79,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Onion,Summer,2022,2023,74.0,1150.0,15.54,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Peas & beans (Pulses),Rabi,2020,2021,73.0,94.0,1.29,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Peas & beans (Pulses),Rabi,2021,2022,114.0,185.0,1.62,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Peas & beans (Pulses),Rabi,2022,2023,125.0,194.0,1.55,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Potato,Rabi,2020,2021,4931.0,158754.0,32.2,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Potato,Rabi,2021,2022,5290.0,162932.0,30.8,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Potato,Rabi,2022,2023,5294.0,163053.0,30.8,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Rapeseed &Mustard,Rabi,2020,2021,14238.0,24384.0,1.71,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Rapeseed &Mustard,Rabi,2021,2022,18295.0,18295.0,1.0,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Rapeseed &Mustard,Rabi,2022,2023,15009.0,28517.0,1.9,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Rice,Kharif,2020,2021,30680.0,111092.0,3.62,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Rice,Kharif,2021,2022,49592.0,168811.0,3.4,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Rice,Kharif,2022,2023,58116.0,214971.0,3.7,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Rice,Summer,2022,2023,38.0,131.0,3.45,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Sesamum,Kharif,2020,2021,826.0,156.0,0.19,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Sesamum,Kharif,2021,2022,1053.0,168.0,0.16,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Sesamum,Kharif,2022,2023,797.0,138.0,0.17,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Sweet potato,Kharif,2020,2021,49.0,612.0,12.49,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Sweet potato,Kharif,2021,2022,63.0,728.0,11.56,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Sweet potato,Kharif,2022,2023,59.0,683.0,11.58,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Urad,Kharif,2020,2021,1156.0,806.0,0.7,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Urad,Kharif,2021,2022,4174.0,2984.0,0.71,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Urad,Kharif,2022,2023,3865.0,1635.0,0.42,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Urad,Summer,2020,2021,850.0,1102.0,1.3,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Urad,Summer,2021,2022,780.0,1136.0,1.46,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Urad,Summer,2022,2023,2670.0,4149.0,1.55,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Wheat,Rabi,2020,2021,102110.0,423757.0,4.15,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Wheat,Rabi,2021,2022,105757.0,419644.0,3.97,tonnes,tonnes/hectare
Uttar Pradesh,Auraiya,Wheat,Rabi,2022,2023,103008.0,429543.0,4.17,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Arhar/Tur,Kharif,2020,2021,7878.0,10007.0,1.27,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Arhar/Tur,Kharif,2021,2022,10279.0,14884.0,1.45,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Arhar/Tur,Kharif,2022,2023,10820.0,11772.0,1.09,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Bajra,Kharif,2020,2021,118.0,283.0,2.4,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Bajra,Kharif,2021,2022,119.0,257.0,2.16,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Bajra,Kharif,2022,2023,125.0,270.0,2.16,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Barley,Rabi,2020,2021,2808.0,9618.0,3.43,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Barley,Rabi,2021,2022,3390.0,8255.0,2.44,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Barley,Rabi,2022,2023,3390.0,9600.0,2.83,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Coriander,Rabi,2020,2021,37.0,29.0,0.78,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Coriander,Rabi,2021,2022,39.0,29.0,0.74,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Coriander,Rabi,2022,2023,33.0,25.0,0.76,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Dry chillies,Kharif,2020,2021,14.0,12.0,0.86,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Dry chillies,Kharif,2021,2022,14.0,12.0,0.86,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Dry chillies,Kharif,2022,2023,15.0,14.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Garlic,Rabi,2020,2021,32.0,190.0,5.94,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Garlic,Rabi,2021,2022,29.0,178.0,6.14,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Garlic,Rabi,2022,2023,41.0,249.0,6.07,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Gram,Rabi,2020,2021,3316.0,4911.0,1.48,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Gram,Rabi,2021,2022,3866.0,3982.0,1.03,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Gram,Rabi,2022,2023,3866.0,4086.0,1.06,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Groundnut,Kharif,2020,2021,97.0,117.0,1.21,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Groundnut,Kharif,2021,2022,51.0,58.0,1.14,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Groundnut,Kharif,2022,2023,68.0,79.0,1.16,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Guar seed,Kharif,2020,2021,27.0,19.0,0.7,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Guar seed,Kharif,2021,2022,29.0,21.0,0.72,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Guar seed,Kharif,2022,2023,25.0,18.0,0.72,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Jowar,Kharif,2020,2021,5.0,12.0,2.4,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Jowar,Kharif,2021,2022,6.0,14.0,2.33,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Jowar,Kharif,2022,2023,6.0,10.0,1.67,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Kharif,2020,2021,5792.0,10246.0,1.77,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Kharif,2021,2022,7589.0,13425.0,1.77,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Kharif,2022,2023,8694.0,17014.0,1.96,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Rabi,2020,2021,68.0,177.0,2.6,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Rabi,2021,2022,1.0,3.0,3.0,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Rabi,2022,2023,65.0,183.0,2.82,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Summer,2020,2021,315.0,911.0,2.89,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Summer,2021,2022,287.0,783.0,2.73,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Maize,Summer,2022,2023,175.0,504.0,2.88,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Masoor,Rabi,2020,2021,44.0,62.0,1.41,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Masoor,Rabi,2021,2022,54.0,73.0,1.35,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Masoor,Rabi,2022,2023,63.0,92.0,1.46,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Moong(Green Gram),Kharif,2020,2021,6.0,3.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Moong(Green Gram),Kharif,2021,2022,2.0,1.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Moong(Green Gram),Kharif,2022,2023,2.0,1.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Moong(Green Gram),Summer,2020,2021,43.0,42.0,0.98,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Moong(Green Gram),Summer,2021,2022,71.0,61.0,0.86,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Moong(Green Gram),Summer,2022,2023,19.0,16.0,0.84,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Onion,Rabi,2020,2021,64.0,959.0,14.98,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Onion,Rabi,2021,2022,60.0,973.0,16.22,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Onion,Rabi,2022,2023,705.0,10889.0,15.45,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Onion,Summer,2020,2021,640.0,9409.0,14.7,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Onion,Summer,2021,2022,723.0,11151.0,15.42,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Onion,Summer,2022,2023,278.0,4248.0,15.28,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Peas & beans (Pulses),Rabi,2020,2021,6242.0,7334.0,1.17,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Peas & beans (Pulses),Rabi,2021,2022,6911.0,12571.0,1.82,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Peas & beans (Pulses),Rabi,2022,2023,7574.0,11444.0,1.51,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Potato,Rabi,2020,2021,5075.0,54587.0,10.76,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Potato,Rabi,2021,2022,5361.0,161902.0,30.2,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Potato,Rabi,2022,2023,5365.0,162022.0,30.2,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Rapeseed &Mustard,Rabi,2020,2021,2227.0,3225.0,1.45,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Rapeseed &Mustard,Rabi,2021,2022,2727.0,3725.0,1.37,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Rapeseed &Mustard,Rabi,2022,2023,16790.0,25135.0,1.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Rice,Kharif,2020,2021,212305.0,512292.0,2.41,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Rice,Kharif,2021,2022,213390.0,510002.0,2.39,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Rice,Kharif,2022,2023,212305.0,519723.0,2.45,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Rice,Summer,2022,2023,77.0,265.0,3.44,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sannhamp,Kharif,2020,2021,42.0,11.0,0.26,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sannhamp,Kharif,2021,2022,40.0,23.0,0.58,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sannhamp,Kharif,2022,2023,41.0,24.0,0.59,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sesamum,Kharif,2020,2021,78.0,24.0,0.31,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sesamum,Kharif,2021,2022,94.0,20.0,0.21,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sesamum,Kharif,2022,2023,82.0,19.0,0.23,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Small millets,Kharif,2020,2021,9.0,7.0,0.78,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Small millets,Kharif,2022,2023,13.0,10.0,0.77,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sugarcane,Kharif,2020,2021,13235.0,813000.0,61.43,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sugarcane,Kharif,2021,2022,11834.0,737000.0,62.28,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sugarcane,Kharif,2022,2023,8866.0,586000.0,66.1,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sunflower,Summer,2020,2021,3.0,4.0,1.33,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sunflower,Summer,2021,2022,3.0,4.0,1.33,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sunflower,Summer,2022,2023,56.0,76.0,1.36,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sweet potato,Kharif,2020,2021,5.0,62.0,12.4,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sweet potato,Kharif,2021,2022,6.0,69.0,11.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Sweet potato,Kharif,2022,2023,4.0,46.0,11.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Tobacco,Rabi,2020,2021,98.0,433.0,4.42,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Tobacco,Rabi,2021,2022,96.0,425.0,4.43,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Tobacco,Rabi,2022,2023,34.0,140.0,4.12,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Turmeric,Rabi,2020,2021,2.0,3.0,1.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Turmeric,Rabi,2021,2022,1.0,2.0,2.0,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Turmeric,Rabi,2022,2023,1.0,2.0,2.0,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Urad,Kharif,2020,2021,183.0,102.0,0.56,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Urad,Kharif,2021,2022,212.0,106.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Urad,Kharif,2022,2023,276.0,139.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Urad,Summer,2020,2021,143.0,109.0,0.76,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Urad,Summer,2021,2022,190.0,139.0,0.73,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Urad,Summer,2022,2023,94.0,84.0,0.89,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Wheat,Rabi,2020,2021,240293.0,849680.0,3.54,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Wheat,Rabi,2021,2022,244953.0,850967.0,3.47,tonnes,tonnes/hectare
Uttar Pradesh,Azamgarh,Wheat,Rabi,2022,2023,234260.0,840759.0,3.59,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Arhar/Tur,Kharif,2020,2021,464.0,336.0,0.72,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Arhar/Tur,Kharif,2021,2022,849.0,758.0,0.89,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Arhar/Tur,Kharif,2022,2023,571.0,714.0,1.25,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Bajra,Kharif,2020,2021,428.0,805.0,1.88,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Bajra,Kharif,2021,2022,595.0,1034.0,1.74,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Bajra,Kharif,2022,2023,647.0,1036.0,1.6,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Barley,Rabi,2020,2021,38.0,149.0,3.92,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Barley,Rabi,2021,2022,84.0,337.0,4.01,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Barley,Rabi,2022,2023,84.0,274.0,3.26,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Cotton(lint),Kharif,2020,2021,12.0,23.53,1.96,bales,bales/hectare
Uttar Pradesh,Baghpat,Cotton(lint),Kharif,2021,2022,35.0,13.0,0.37,bales,bales/hectare
Uttar Pradesh,Baghpat,Cotton(lint),Kharif,2022,2023,30.0,11.0,0.37,bales,bales/hectare
Uttar Pradesh,Baghpat,Dry chillies,Kharif,2020,2021,12.0,11.0,0.92,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Dry chillies,Kharif,2021,2022,15.0,13.0,0.87,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Dry chillies,Kharif,2022,2023,14.0,13.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Gram,Rabi,2020,2021,11.0,13.0,1.18,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Jowar,Kharif,2021,2022,11.0,12.0,1.09,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Jowar,Kharif,2022,2023,11.0,18.0,1.64,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Maize,Kharif,2020,2021,11.0,29.0,2.64,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Maize,Kharif,2021,2022,11.0,29.0,2.64,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Maize,Kharif,2022,2023,13.0,32.0,2.46,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Maize,Summer,2022,2023,2.0,1.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Masoor,Rabi,2020,2021,52.0,53.0,1.02,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Masoor,Rabi,2021,2022,57.0,54.0,0.95,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Masoor,Rabi,2022,2023,69.0,66.0,0.96,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Moong(Green Gram),Kharif,2020,2021,15.0,21.0,1.4,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Moong(Green Gram),Summer,2020,2021,40.0,35.0,0.88,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Moong(Green Gram),Summer,2021,2022,51.0,48.0,0.94,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Moong(Green Gram),Summer,2022,2023,27.0,25.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Onion,Rabi,2020,2021,10.0,150.0,15.0,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Onion,Rabi,2021,2022,14.0,227.0,16.21,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Onion,Rabi,2022,2023,65.0,1004.0,15.45,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Onion,Summer,2020,2021,36.0,591.0,16.42,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Onion,Summer,2021,2022,79.0,1266.0,16.03,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Onion,Summer,2022,2023,18.0,301.0,16.72,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Peas & beans (Pulses),Rabi,2020,2021,13.0,20.0,1.54,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Peas & beans (Pulses),Rabi,2021,2022,136.0,221.0,1.63,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Peas & beans (Pulses),Rabi,2022,2023,149.0,231.0,1.55,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Potato,Rabi,2020,2021,255.0,7863.0,30.84,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Potato,Rabi,2021,2022,532.0,14524.0,27.3,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Potato,Rabi,2022,2023,532.0,14535.0,27.32,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Rapeseed &Mustard,Rabi,2020,2021,2716.0,3715.0,1.37,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Rapeseed &Mustard,Rabi,2021,2022,3722.0,5006.0,1.34,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Rapeseed &Mustard,Rabi,2022,2023,3502.0,5855.0,1.67,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Rice,Kharif,2020,2021,5443.0,16236.0,2.98,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Rice,Kharif,2021,2022,5052.0,14590.0,2.89,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Rice,Kharif,2022,2023,4807.0,13416.0,2.79,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Sugarcane,Kharif,2020,2021,53625.0,4679000.0,87.25,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Sugarcane,Kharif,2021,2022,56942.0,4978000.0,87.42,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Sugarcane,Kharif,2022,2023,85491.0,7643000.0,89.4,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Tobacco,Rabi,2020,2021,2.0,9.0,4.5,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Tobacco,Rabi,2021,2022,2.0,9.0,4.5,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Urad,Kharif,2020,2021,346.0,423.0,1.22,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Urad,Kharif,2021,2022,562.0,631.0,1.12,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Urad,Kharif,2022,2023,741.0,973.0,1.31,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Urad,Summer,2020,2021,185.0,140.0,0.76,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Urad,Summer,2021,2022,138.0,101.0,0.73,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Urad,Summer,2022,2023,180.0,161.0,0.89,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Wheat,Rabi,2020,2021,55427.0,253468.0,4.57,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Wheat,Rabi,2021,2022,57237.0,260486.0,4.55,tonnes,tonnes/hectare
Uttar Pradesh,Baghpat,Wheat,Rabi,2022,2023,54815.0,248696.0,4.54,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Arhar/Tur,Kharif,2020,2021,3839.0,2436.0,0.63,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Arhar/Tur,Kharif,2021,2022,4457.0,2951.0,0.66,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Arhar/Tur,Kharif,2022,2023,3594.0,2584.0,0.72,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Bajra,Kharif,2020,2021,2.0,4.0,2.0,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Bajra,Kharif,2021,2022,21.0,45.0,2.14,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Bajra,Kharif,2022,2023,20.0,43.0,2.15,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Banana,Summer,2020,2021,229.0,12533.0,54.73,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Banana,Summer,2021,2022,192.0,10411.0,54.22,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Banana,Summer,2022,2023,198.0,10747.0,54.28,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Barley,Rabi,2020,2021,439.0,1377.0,3.14,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Barley,Rabi,2021,2022,388.0,1177.0,3.03,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Barley,Rabi,2022,2023,388.0,1190.0,3.07,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Coriander,Rabi,2020,2021,258.0,202.0,0.78,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Coriander,Rabi,2021,2022,230.0,173.0,0.75,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Coriander,Rabi,2022,2023,332.0,254.0,0.77,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Dry chillies,Kharif,2020,2021,136.0,121.0,0.89,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Dry chillies,Kharif,2021,2022,152.0,134.0,0.88,tonnes,tonnes/hectare
