state,district,crop,season,year_start,year_end,area_hectare,production,yield_per_hectare,production_unit,yield_unit
Uttar Pradesh,Basti,Guar seed,Kharif,2022,2023,25.0,18.0,0.72,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Linseed,Rabi,2022,2023,40.0,29.0,0.73,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Maize,Kharif,2022,2023,3027.0,6484.0,2.14,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Masoor,Rabi,2022,2023,19595.0,17871.0,0.91,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Moong(Green Gram),Kharif,2022,2023,718.0,421.0,0.59,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Moong(Green Gram),Summer,2022,2023,508.0,326.0,0.64,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Onion,Rabi,2022,2023,94.0,1451.0,15.44,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Sugarcane,Kharif,2022,2023,5397.0,342000.0,63.37,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Moong(Green Gram),Summer,2022,2023,227.0,196.0,0.86,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Onion,Rabi,2022,2023,317.0,4896.0,15.44,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Onion,Summer,2022,2023,97.0,1482.0,15.28,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Peas & beans (Pulses),Rabi,2022,2023,1752.0,2300.0,1.31,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Potato,Rabi,2022,2023,1223.0,34731.0,28.4,tonnes,tonnes/hectare
Uttar Pradesh,Balrampur,Arhar/Tur,Kharif,2022,2023,8341.0,6013.0,0.72,tonnes,tonnes/hectare
Uttar Pradesh,Balrampur,Barley,Rabi,2022,2023,134.0,411.0,3.07,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Urad,Kharif,2022,2023,212.0,106.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Urad,Summer,2022,2023,9.0,8.0,0.89,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Wheat,Rabi,2022,2023,147717.0,514646.0,3.48,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Rapeseed &Mustard,Rabi,2022,2023,241.0,361.0,1.5,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Rice,Kharif,2022,2023,91210.0,233315.0,2.56,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Sesamum,Kharif,2022,2023,20.0,5.0,0.25,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Small millets,Kharif,2022,2023,6.0,4.0,0.67,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Small millets,Summer,2022,2023,22.0,24.0,1.09,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Onion,Summer,2022,2023,149.0,2284.0,15.33,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Groundnut,Kharif,2022,2023,7836.0,6488.0,0.83,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Guar seed,Kharif,2022,2023,14.0,10.0,0.71,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Jowar,Kharif,2022,2023,252.0,341.0,1.35,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Maize,Kharif,2022,2023,9838.0,13901.0,1.41,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Maize,Rabi,2022,2023,65.0,183.0,2.82,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Maize,Summer,2022,2023,1262.0,3632.0,2.88,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Maize,Rabi,2022,2023,45.0,127.0,2.82,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Maize,Summer,2022,2023,107.0,308.0,2.88,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Sweet potato,Kharif,2022,2023,4.0,46.0,11.5,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Tobacco,Summer,2022,2023,23.0,52.0,2.26,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Urad,Kharif,2022,2023,514.0,258.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Urad,Summer,2022,2023,155.0,139.0,0.9,tonnes,tonnes/hectare
Uttar Pradesh,Mau,Wheat,Rabi,2022,2023,94319.0,323420.0,3.43,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Arhar/Tur,Kharif,2022,2023,218.0,273.0,1.25,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Sugarcane,Kharif,2022,2023,1092.0,71000.0,65.02,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Sunflower,Summer,2022,2023,6.0,8.0,1.33,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Sweet potato,Kharif,2022,2023,7.0,81.0,11.57,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Masoor,Rabi,2022,2023,2586.0,2457.0,0.95,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Moong(Green Gram),Kharif,2022,2023,90.0,34.0,0.38,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Moong(Green Gram),Summer,2022,2023,21.0,18.0,0.86,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Onion,Rabi,2022,2023,241.0,3722.0,15.44,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Coriander,Rabi,2022,2023,174.0,133.0,0.76,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Dry chillies,Kharif,2022,2023,176.0,164.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Garlic,Rabi,2022,2023,49.0,297.0,6.06,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Ginger,Kharif,2022,2023,18.0,82.0,4.56,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Rice,Kharif,2022,2023,115681.0,284460.0,2.46,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Rice,Summer,2022,2023,55.0,189.0,3.44,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Small millets,Summer,2022,2023,480.0,519.0,1.08,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Bajra,Kharif,2022,2023,29.0,46.0,1.59,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Barley,Rabi,2022,2023,134.0,436.0,3.25,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Coriander,Rabi,2022,2023,18.0,14.0,0.78,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Cotton(lint),Kharif,2022,2023,14.0,5.0,0.36,bales,bales/hectare
Uttar Pradesh,Meerut,Dry chillies,Kharif,2022,2023,71.0,66.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Gram,Rabi,2022,2023,368.0,381.0,1.04,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Urad,Summer,2022,2023,671.0,522.0,0.78,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Wheat,Rabi,2022,2023,79617.0,290682.0,3.65,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Arhar/Tur,Kharif,2022,2023,1770.0,1096.0,0.62,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Bajra,Kharif,2022,2023,421.0,576.0,1.37,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Banana,Summer,2022,2023,152.0,8250.0,54.28,tonnes,tonnes/hectare
Uttar Pradesh,Kheri,Barley,Rabi,2022,2023,2347.0,7158.0,3.05,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Onion,Summer,2022,2023,33.0,552.0,16.73,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Peas & beans (Pulses),Rabi,2022,2023,5446.0,6089.0,1.12,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Maize,Kharif,2022,2023,323.0,787.0,2.44,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Maize,Rabi,2022,2023,2.0,6.0,3.0,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Maize,Summer,2022,2023,94.0,55.0,0.59,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Masoor,Rabi,2022,2023,593.0,563.0,0.95,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Moong(Green Gram),Kharif,2022,2023,44.0,17.0,0.39,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Peas & beans (Pulses),Rabi,2022,2023,3840.0,5676.0,1.48,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Potato,Rabi,2022,2023,8951.0,279260.0,31.2,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Rapeseed &Mustard,Rabi,2022,2023,8791.0,13160.0,1.5,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Potato,Rabi,2022,2023,2620.0,73096.0,27.9,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Rapeseed &Mustard,Rabi,2022,2023,10518.0,15745.0,1.5,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Rice,Kharif,2022,2023,130926.0,355857.0,2.72,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Rice,Summer,2022,2023,500.0,1720.0,3.44,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Small millets,Kharif,2022,2023,4.0,3.0,0.75,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Sweet potato,Kharif,2022,2023,545.0,6309.0,11.58,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Turmeric,Rabi,2022,2023,25.0,48.0,1.92,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Onion,Rabi,2022,2023,923.0,14256.0,15.45,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Onion,Summer,2022,2023,273.0,4171.0,15.28,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Moong(Green Gram),Summer,2022,2023,75.0,70.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Onion,Rabi,2022,2023,230.0,3552.0,15.44,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Onion,Summer,2022,2023,66.0,1105.0,16.74,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Peas & beans (Pulses),Rabi,2022,2023,428.0,663.0,1.55,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Potato,Rabi,2022,2023,7005.0,219963.0,31.4,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Rapeseed &Mustard,Rabi,2022,2023,2741.0,4501.0,1.64,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Gram,Rabi,2022,2023,12.0,16.0,1.33,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Urad,Kharif,2022,2023,1267.0,500.0,0.39,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Peas & beans (Pulses),Rabi,2022,2023,1795.0,2897.0,1.61,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Potato,Rabi,2022,2023,8506.0,280708.0,33.0,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Rapeseed &Mustard,Rabi,2022,2023,4671.0,6348.0,1.36,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Rice,Kharif,2022,2023,64347.0,197674.0,3.07,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Sannhamp,Kharif,2022,2023,10.0,6.0,0.6,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Sesamum,Kharif,2022,2023,1408.0,176.0,0.13,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Sesamum,Kharif,2022,2023,168.0,39.0,0.23,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Sugarcane,Kharif,2022,2023,54866.0,3789000.0,69.06,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Rice,Kharif,2022,2023,15358.0,37888.0,2.47,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Rice,Summer,2022,2023,54.0,186.0,3.44,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Sesamum,Kharif,2022,2023,1.0,0.0,0.0,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Sugarcane,Kharif,2022,2023,155549.0,14232000.0,91.5,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Sunflower,Summer,2022,2023,2.0,3.0,1.5,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Sweet potato,Kharif,2022,2023,2.0,23.0,11.5,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Masoor,Rabi,2022,2023,14708.0,21533.0,1.46,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Moong(Green Gram),Kharif,2022,2023,92.0,35.0,0.38,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Moong(Green Gram),Summer,2022,2023,269.0,232.0,0.86,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Sunflower,Summer,2022,2023,13.0,18.0,1.38,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Sweet potato,Kharif,2022,2023,6.0,69.0,11.5,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Tobacco,Rabi,2022,2023,744.0,3060.0,4.11,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Tobacco,Summer,2022,2023,54.0,121.0,2.24,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Urad,Kharif,2022,2023,282.0,142.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Masoor,Rabi,2022,2023,185.0,219.0,1.18,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Moong(Green Gram),Kharif,2022,2023,45.0,29.0,0.64,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Moong(Green Gram),Summer,2022,2023,1324.0,981.0,0.74,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Onion,Rabi,2022,2023,274.0,3973.0,14.5,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Maize,Kharif,2022,2023,33515.0,37905.0,1.13,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Maize,Rabi,2022,2023,1740.0,4910.0,2.82,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Maize,Summer,2022,2023,340.0,979.0,2.88,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Urad,Kharif,2022,2023,1137.0,1745.0,1.53,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Urad,Summer,2022,2023,297.0,266.0,0.9,tonnes,tonnes/hectare
Uttar Pradesh,Meerut,Wheat,Rabi,2022,2023,77846.0,333337.0,4.28,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Arhar/Tur,Kharif,2022,2023,16595.0,16612.0,1.0,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Bajra,Kharif,2022,2023,13987.0,19358.0,1.38,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Onion,Summer,2022,2023,203.0,3286.0,16.19,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Guar seed,Kharif,2022,2023,102.0,73.0,0.72,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Jowar,Kharif,2022,2023,6726.0,9531.0,1.42,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Maize,Kharif,2022,2023,126.0,359.0,2.85,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Maize,Rabi,2022,2023,5.0,14.0,2.8,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Maize,Summer,2022,2023,33.0,95.0,2.88,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Urad,Summer,2022,2023,35.0,31.0,0.89,tonnes,tonnes/hectare
Uttar Pradesh,Basti,Wheat,Rabi,2022,2023,141055.0,482549.0,3.42,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Dry chillies,Kharif,2022,2023,680.0,633.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Gram,Rabi,2022,2023,15122.0,19825.0,1.31,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Groundnut,Kharif,2022,2023,2302.0,1867.0,0.81,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Guar seed,Kharif,2022,2023,27.0,19.0,0.7,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Jowar,Kharif,2022,2023,3424.0,4441.0,1.3,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Groundnut,Kharif,2022,2023,255.0,298.0,1.17,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Guar seed,Kharif,2022,2023,21.0,15.0,0.71,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Jowar,Kharif,2022,2023,2094.0,3336.0,1.59,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Arhar/Tur,Kharif,2022,2023,7.0,9.0,1.29,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Barley,Rabi,2022,2023,7.0,21.0,3.0,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Dry chillies,Kharif,2022,2023,6.0,6.0,1.0,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Gram,Rabi,2022,2023,4.0,5.0,1.25,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Barley,Rabi,2022,2023,2154.0,4429.0,2.06,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Coriander,Rabi,2022,2023,99.0,76.0,0.77,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Dry chillies,Kharif,2022,2023,321.0,299.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Garlic,Rabi,2022,2023,108.0,655.0,6.06,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Garlic,Rabi,2022,2023,83.0,503.0,6.06,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Gram,Rabi,2022,2023,3551.0,6381.0,1.8,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Linseed,Rabi,2022,2023,6435.0,4755.0,0.74,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Maize,Kharif,2022,2023,1469.0,1611.0,1.1,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Maize,Rabi,2022,2023,2675.0,7549.0,2.82,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Masoor,Rabi,2022,2023,6407.0,5343.0,0.83,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Barley,Rabi,2022,2023,5568.0,17083.0,3.07,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Gram,Rabi,2022,2023,14138.0,16923.0,1.2,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Urad,Kharif,2022,2023,1010.0,507.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Urad,Summer,2022,2023,767.0,686.0,0.89,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Wheat,Rabi,2022,2023,98291.0,407121.0,4.14,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Arhar/Tur,Kharif,2022,2023,9985.0,17634.0,1.77,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Bajra,Kharif,2022,2023,12613.0,16359.0,1.3,tonnes,tonnes/hectare
Uttar Pradesh,Kaushambi,Banana,Summer,2022,2023,261.0,14166.0,54.28,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Groundnut,Kharif,2022,2023,394.0,460.0,1.17,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Guar seed,Kharif,2022,2023,18.0,13.0,0.72,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Moong(Green Gram),Kharif,2022,2023,182.0,69.0,0.38,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Onion,Rabi,2022,2023,350.0,5369.0,15.34,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Peas & beans (Pulses),Rabi,2022,2023,5693.0,7498.0,1.32,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Potato,Rabi,2022,2023,2013.0,55773.0,27.71,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Barley,Rabi,2022,2023,4294.0,12161.0,2.83,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Coriander,Rabi,2022,2023,56.0,43.0,0.77,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Dry chillies,Kharif,2022,2023,77.0,72.0,0.94,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Maize,Summer,2022,2023,13.0,37.0,2.85,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Masoor,Rabi,2022,2023,1032.0,624.0,0.6,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Sesamum,Kharif,2022,2023,744.0,173.0,0.23,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Sugarcane,Kharif,2022,2023,5284.0,438000.0,82.89,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Sunflower,Summer,2022,2023,31.0,42.0,1.35,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Sweet potato,Kharif,2022,2023,2972.0,34404.0,11.58,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Tobacco,Rabi,2022,2023,5941.0,32064.0,5.4,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Tobacco,Summer,2022,2023,36.0,81.0,2.25,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Wheat,Rabi,2022,2023,187662.0,608400.0,3.24,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Arhar/Tur,Kharif,2022,2023,6478.0,8959.0,1.38,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Bajra,Kharif,2022,2023,1976.0,4268.0,2.16,tonnes,tonnes/hectare
Uttar Pradesh,Ballia,Banana,Summer,2022,2023,12.0,651.0,54.25,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Rapeseed &Mustard,Rabi,2022,2023,3416.0,4202.0,1.23,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Rice,Kharif,2022,2023,85151.0,278103.0,3.27,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Sannhamp,Kharif,2022,2023,79.0,46.0,0.58,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Sesamum,Kharif,2022,2023,1509.0,225.0,0.15,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Urad,Kharif,2022,2023,672.0,276.0,0.41,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Onion,Rabi,2022,2023,230.0,3552.0,15.44,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Onion,Summer,2022,2023,156.0,2611.0,16.74,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Potato,Rabi,2022,2023,5304.0,169196.0,31.9,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Rapeseed &Mustard,Rabi,2022,2023,12421.0,24842.0,2.0,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Rice,Kharif,2022,2023,19263.0,49660.0,2.58,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Onion,Rabi,2022,2023,34.0,525.0,15.44,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Onion,Summer,2022,2023,8.0,134.0,16.75,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Peas & beans (Pulses),Rabi,2022,2023,59.0,91.0,1.54,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Maize,Summer,2022,2023,21.0,60.0,2.86,tonnes,tonnes/hectare
Uttar Pradesh,Mirzapur,Wheat,Rabi,2022,2023,143382.0,478609.0,3.34,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Bajra,Kharif,2022,2023,3183.0,5322.0,1.67,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Banana,Summer,2022,2023,1.0,54.0,54.0,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Barley,Rabi,2022,2023,7.0,21.0,3.0,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Dry chillies,Kharif,2022,2023,290.0,270.0,0.93,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Urad,Summer,2022,2023,723.0,647.0,0.89,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Potato,Rabi,2022,2023,1981.0,57661.0,29.11,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Rapeseed &Mustard,Rabi,2022,2023,14112.0,16765.0,1.19,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Rice,Kharif,2022,2023,56790.0,143395.0,2.53,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Maize,Rabi,2022,2023,3.0,8.0,2.67,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Maize,Summer,2022,2023,3445.0,10132.0,2.94,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Masoor,Rabi,2022,2023,1896.0,1352.0,0.71,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Moong(Green Gram),Kharif,2022,2023,289.0,109.0,0.38,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Moong(Green Gram),Summer,2022,2023,1135.0,831.0,0.73,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Garlic,Rabi,2022,2023,3738.0,22662.0,6.06,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Sugarcane,Kharif,2022,2023,74295.0,5815000.0,78.27,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Sweet potato,Kharif,2022,2023,78.0,903.0,11.58,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Tobacco,Rabi,2022,2023,40.0,169.0,4.23,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Turmeric,Rabi,2022,2023,113.0,216.0,1.91,tonnes,tonnes/hectare
Uttar Pradesh,Bahraich,Urad,Kharif,2022,2023,1762.0,885.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Garlic,Rabi,2022,2023,8.0,49.0,6.13,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Gram,Rabi,2022,2023,22.0,30.0,1.36,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Guar seed,Kharif,2022,2023,21.0,15.0,0.71,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Jowar,Kharif,2022,2023,34.0,54.0,1.59,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Maize,Kharif,2022,2023,42.0,93.0,2.21,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Gram,Rabi,2022,2023,379.0,511.0,1.35,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Groundnut,Kharif,2022,2023,219.0,256.0,1.17,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Guar seed,Kharif,2022,2023,4.0,3.0,0.75,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Jowar,Kharif,2022,2023,60.0,96.0,1.6,tonnes,tonnes/hectare
Uttar Pradesh,Kasganj,Maize,Kharif,2022,2023,39029.0,114121.0,2.92,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Sesamum,Kharif,2022,2023,6.0,1.0,0.17,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Sugarcane,Kharif,2022,2023,255708.0,23022000.0,90.03,tonnes,tonnes/hectare
Uttar Pradesh,Bijnor,Sweet potato,Kharif,2022,2023,2.0,23.0,11.5,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Sugarcane,Kharif,2022,2023,81517.0,6511000.0,79.87,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Masoor,Rabi,2022,2023,805.0,487.0,0.6,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Moong(Green Gram),Kharif,2022,2023,2.0,1.0,0.5,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Onion,Rabi,2022,2023,37.0,571.0,15.43,tonnes,tonnes/hectare
Uttar Pradesh,Moradabad,Peas & beans (Pulses),Rabi,2022,2023,213.0,330.0,1.55,tonnes,tonnes/hectare
